random_type;p_value
r;9,55864287052585e-01
r;5,67735571624214e-01
r;1,15980568860357e-01
r;2,54181526426170e-01
r;3,09989275817980e-01
r;2,46587936368248e-01
r;4,28968699018922e-01
r;2,33632661493627e-01
r;4,83376717869736e-01
r;8,88786664734468e-01
r;5,93465522627847e-01
r;3,70059565506782e-01
r;5,26108107288671e-01
r;6,54192362439712e-01
r;6,96810704740364e-01
r;9,24664774470012e-01
r;8,34679439588727e-01
r;3,74531991425785e-01
r;2,39505651820192e-01
r;7,37705423854083e-01
r;9,25462182926905e-01
r;6,45082257124543e-01
r;5,39215800579644e-01
r;3,66117633335552e-01
r;5,30821274842359e-01
r;5,97173184996670e-01
r;4,37296531908093e-01
r;4,72869585433100e-01
r;8,73727871475437e-01
r;4,48406796093966e-01
r;1,26726225917324e-01
r;6,18312763352108e-01
r;7,48253899001382e-02
r;7,86428298283803e-01
r;2,44270367449915e-01
r;4,59967115242025e-01
r;1,66420118032537e-02
r;9,46821846842719e-01
r;7,01059578104622e-01
r;2,50497222619433e-01
r;8,48365343583306e-01
r;6,09964053766088e-01
r;9,21379434809516e-01
r;9,01390937980382e-01
r;6,77293562911011e-01
r;7,08874716412166e-01
r;9,68468477504875e-01
r;9,58482228469289e-01
r;9,88639516083480e-02
r;2,29385354096222e-01
r;3,95783356331510e-01
r;9,90882243810356e-01
r;3,92722568010203e-01
r;3,28815064431913e-01
r;1,59892314150945e-01
r;9,43549829556431e-01
r;2,95284793515601e-01
r;8,44167034505110e-01
r;2,60007776107509e-01
r;8,30682815604599e-01
r;4,72662392844117e-01
r;5,13214445754618e-02
r;3,56777313648200e-01
r;7,16011158048149e-01
r;5,40699993700761e-01
r;6,08070914687628e-01
r;3,85917957908861e-01
r;8,91517701354261e-01
r;9,38384879466299e-01
r;8,13829363379516e-01
r;7,83897205581824e-01
r;8,62768169019404e-01
r;8,35487782906368e-01
r;9,24960401315249e-01
r;9,61688239850355e-01
r;1,78339375109146e-02
r;1,47039424901248e-01
r;7,72577988681907e-01
r;5,64957181311578e-02
r;3,06167291090432e-01
r;4,99755788241177e-01
r;2,71221957666809e-01
r;8,21996827045753e-01
r;4,31167761872186e-01
r;5,91902152130065e-01
r;8,03185784583048e-02
r;1,31832122762040e-01
r;1,67550998459836e-01
r;2,99059289327724e-01
r;5,19682728767594e-01
r;3,22590175413825e-01
r;1,68386292003279e-03
r;8,90533425790780e-01
r;2,10014984893906e-01
r;1,56970345337720e-01
r;8,34914754702417e-01
r;4,81427084219804e-01
r;9,66025131936534e-01
r;4,24084751888755e-01
r;8,61374731059479e-01
r;7,90316927393110e-01
r;9,06840810692952e-01
r;1,81690040153204e-01
r;5,63848945859479e-01
r;2,38829634972171e-01
r;5,48795987726821e-01
r;1,20923257239815e-02
r;9,52802857310985e-01
r;1,07690656506809e-02
r;6,45882547252935e-01
r;1,60972872450921e-01
r;3,22060295117900e-01
r;1,30466381285285e-01
r;9,20555272469473e-01
r;6,17132679343364e-02
r;6,12799165991885e-01
r;8,38359131979071e-01
r;3,17130794950226e-01
r;7,72939606215895e-01
r;8,47318360214641e-01
r;8,56422446630636e-02
r;7,01677820295882e-01
r;8,76200651207676e-01
r;1,38710686244867e-01
r;4,34241098963262e-01
r;1,29293697819873e-01
r;1,88948204400820e-01
r;9,65819462088984e-01
r;5,04079442887152e-01
r;8,92199486670900e-01
r;6,41954629079361e-01
r;4,28655294161273e-01
r;8,22485085623403e-01
r;4,08302445152087e-02
r;9,55806962399296e-01
r;3,52250720727630e-01
r;6,65181412809931e-01
r;4,01102910485141e-01
r;5,80030011224156e-01
r;4,52085642284214e-01
r;6,48971575746658e-01
r;5,48937563514150e-01
r;5,01660629972550e-01
r;7,02561155581946e-01
r;4,04457187491314e-02
r;4,57398616381924e-01
r;4,47558405448359e-01
r;9,78384000296206e-01
r;4,99565832379915e-01
r;2,13305094552289e-01
r;6,07089348142154e-01
r;9,20459139954990e-01
r;6,54602916783101e-01
r;9,41131160477239e-01
r;3,45410367334068e-01
r;7,95743064429785e-01
r;8,79661417635370e-01
r;3,68910445423352e-01
r;5,32994842439729e-01
r;5,72691779833235e-01
r;8,87120552432546e-01
r;9,37012490770989e-02
r;7,47273283455397e-01
r;9,31232677543789e-01
r;8,09977742235924e-01
r;6,56142702577973e-01
r;6,72566679949081e-01
r;6,09555010511995e-01
r;9,94126984923229e-01
r;9,54079868788996e-01
r;7,44940372175216e-01
r;8,77767526750522e-01
r;1,19884738732372e-01
r;6,67840874417347e-01
r;6,97756458628921e-01
r;5,59301971476166e-02
r;8,33452713209113e-01
r;9,40690834485821e-01
r;7,03695198338869e-01
r;8,88889424720485e-01
r;5,90857181519761e-01
r;3,32270611302987e-02
r;4,66144725028046e-01
r;6,25312476334951e-01
r;1,82012402405044e-01
r;3,80922368021508e-01
r;8,15519879288810e-01
r;4,41879041303998e-01
r;4,29609945814401e-01
r;8,22153286354889e-01
r;9,53090652468319e-01
r;3,25742220212381e-01
r;4,73565882366429e-01
r;6,28123278840734e-01
r;6,70758021196315e-01
r;1,95668531608128e-01
r;1,81618851436393e-01
r;2,82819198445415e-01
r;7,39565872684948e-01
r;1,21022382859390e-01
r;8,25296372436407e-01
r;3,56729919629012e-02
r;6,88943393945404e-01
r;2,56531833877194e-01
r;3,64074133528839e-01
r;6,96295227403586e-01
r;5,96776403328300e-02
r;2,73039205197249e-01
r;5,80661613221512e-02
r;3,68538626460806e-02
r;5,64986829721945e-01
r;2,52878734896600e-01
r;6,55568809886729e-01
r;2,21612699026746e-01
r;8,67389986300515e-01
r;5,12727974256437e-01
r;4,45863865340977e-01
r;1,02977086973028e-01
r;2,04374167757572e-01
r;5,98820239226818e-01
r;1,71241583417788e-02
r;7,01954970199662e-01
r;2,50969076727050e-02
r;9,84149529155020e-01
r;9,65183108395903e-02
r;3,75180277084930e-01
r;9,49210664764511e-01
r;1,58580342515391e-01
r;5,91029834837423e-01
r;3,12452367228658e-01
r;4,01123687574503e-01
r;5,61966213375226e-02
r;4,04420069853680e-01
r;1,95393098133615e-01
r;7,88432617617238e-01
r;1,45074635130053e-01
r;3,11893278302791e-01
r;5,39700203736873e-01
r;1,89755872389383e-01
r;4,71205594130155e-01
r;8,79457146219371e-01
r;9,21437109914190e-01
r;2,08708387707947e-01
r;8,16696844679413e-01
r;5,82317401929831e-02
r;2,81233065176469e-01
r;5,49020011545748e-01
r;2,65959595418094e-01
r;8,85867108784510e-01
r;5,64971770895093e-01
r;3,65886797962959e-01
r;7,19694649535898e-01
r;4,61377690277182e-02
r;9,77671142512675e-01
r;5,13232616491397e-01
r;5,45265632689081e-01
r;9,91885309068045e-01
r;1,05176173897454e-01
r;6,42457538364418e-01
r;2,68619034952303e-01
r;6,96121646479680e-01
r;7,00086786806215e-01
r;9,07025099100445e-01
r;7,24002623802171e-01
r;2,10303072145286e-01
r;6,51630765947824e-01
r;5,77805053526905e-01
r;2,14871773402444e-01
r;3,60443545946183e-02
r;6,19605119684699e-01
r;6,45626344661254e-01
r;2,06250442180478e-02
r;3,71578974949852e-01
r;3,15593232276749e-01
r;5,49831500903595e-01
r;9,27083439744238e-01
r;5,89509357196262e-01
r;3,60992516217397e-01
r;7,67837981873441e-01
r;1,61163332869338e-01
r;7,22592299486745e-01
r;3,41762597048330e-01
r;7,21523677887127e-01
r;4,34995494968112e-01
r;6,78007023490852e-01
r;3,67961742617157e-01
r;1,70321594306783e-02
r;9,15273265871903e-01
r;1,45982458158227e-01
r;1,93060810941304e-01
r;6,66358066222883e-01
r;7,09806557971052e-01
r;7,19736248734058e-01
r;4,27553386848194e-01
r;3,57647623217693e-01
r;1,45859085139224e-02
r;9,16610490207189e-01
r;3,19291145293456e-01
r;3,90697070175886e-01
r;1,96279937247950e-02
r;9,08274598146320e-01
r;7,70682085613134e-01
r;3,94994535263366e-03
r;8,99905765050036e-01
r;5,63290025697887e-02
r;2,42580326643239e-01
r;9,27832176975273e-02
r;4,02353435054898e-02
r;5,83499346986468e-01
r;5,13135743628863e-01
r;9,89880056401320e-01
r;1,36986443230915e-01
r;4,12714061240027e-01
r;3,27341165042786e-03
r;8,61764213332788e-01
r;4,47235321638148e-01
r;9,05197754817258e-01
r;2,10141758702733e-01
r;1,30854344284769e-01
r;2,05361575756781e-01
r;6,66589113746678e-01
r;6,03767955714298e-01
r;2,92689910853384e-02
r;8,75645411831940e-01
r;4,43716468146297e-01
r;9,78092623173790e-01
r;6,39193082979759e-01
r;8,64956369753504e-01
r;5,65598329929202e-02
r;8,68845817428650e-02
r;6,62261105170685e-01
r;4,68656840820030e-01
r;9,94286245727342e-01
r;3,46451894275281e-02
r;6,64320700670017e-01
r;2,65638260683436e-01
r;4,92253806502625e-01
r;1,91153824815158e-01
r;6,53316664191415e-01
r;1,89852000623982e-01
r;2,01125438792800e-01
r;2,66465893344339e-02
r;1,33026217974669e-01
r;8,22440811008773e-01
r;2,90427981371566e-01
r;8,62619166049872e-01
r;5,22627637898516e-01
r;6,42540551755265e-01
r;4,08985419057407e-02
r;2,59848466950525e-01
r;3,84711713473864e-01
r;8,66817424554541e-01
r;7,84183667460224e-01
r;3,71474464242018e-01
r;4,39669166355231e-01
r;2,09864555239992e-01
r;1,97179830588013e-01
r;7,57219200259269e-01
r;9,02396969458469e-01
r;8,35621271933532e-01
r;7,47362874651403e-01
r;8,44898427881620e-01
r;9,50542457398098e-01
r;4,04216385244527e-01
r;9,60088036773677e-01
r;2,52143642100902e-01
r;4,94978331106191e-01
r;8,93428960262420e-01
r;2,43890878069733e-01
r;1,72009360203576e-01
r;8,50005757649032e-01
r;9,07367721139221e-01
r;9,64278837815652e-02
r;6,05346606933585e-01
r;1,72677028468353e-01
r;4,97150389599542e-02
r;9,64136487028387e-01
r;6,84391983242823e-01
r;1,94883624715818e-01
r;6,08368270782162e-01
r;9,86975052380700e-01
r;9,46875220042723e-01
r;3,96898542758276e-01
r;6,82918334014368e-01
r;4,18911132760776e-02
r;7,12666968416357e-01
r;3,63282575132680e-01
r;1,17995907154904e-01
r;9,63489685592242e-01
r;6,95428512555497e-01
r;5,84818492062352e-02
r;7,68339534196960e-01
r;4,16438413020998e-02
r;8,34120204359568e-01
r;9,88543152870710e-02
r;8,63843548899938e-01
r;7,67557843680616e-01
r;6,12627516603876e-01
r;3,73127061343582e-01
r;5,16279196637379e-01
r;5,79133854799990e-01
r;1,86593539891201e-01
r;9,25649314570642e-01
r;8,14251992336670e-01
r;9,73563349632490e-02
r;5,16375984169403e-01
r;8,80551253424693e-02
r;4,32613883659223e-01
r;4,69405012778096e-01
r;5,53471940657168e-01
r;7,73850813701670e-01
r;7,53080289154767e-01
r;2,17739747887088e-01
r;8,21106418595270e-01
r;3,35175751251730e-01
r;9,20674419575050e-01
r;1,10944492080953e-01
r;3,09444522185048e-01
r;8,31208752808144e-01
r;6,33448872698826e-01
r;1,25375087913619e-01
r;6,15936437683233e-01
r;1,39257627849787e-01
r;7,86412188358294e-01
r;6,49580833921845e-01
r;1,10764713099491e-01
r;8,81723595927533e-01
r;6,93846394311889e-01
r;6,49976806804343e-01
r;2,28298611962736e-01
r;9,48833058388423e-01
r;3,14083662798338e-02
r;6,16268409045258e-01
r;4,12319602602298e-02
r;2,71042918219111e-01
r;8,93262162301673e-01
r;5,37064835808986e-01
r;1,50740586679417e-02
r;6,07867958655345e-01
r;2,30046912021347e-01
r;1,81357187806775e-01
r;5,05305934816185e-01
r;6,20584782611471e-01
r;9,93881737936372e-01
r;8,10398136585288e-01
r;8,11776325514551e-01
r;5,48348634005711e-01
r;1,63639971000349e-01
r;2,97176092814313e-01
r;7,09985597395603e-01
r;8,20853788696512e-01
r;8,10420051106145e-01
r;9,59445782473733e-01
r;6,31069027852443e-02
r;5,89475690575920e-01
r;7,47244519338053e-01
r;2,18848842904222e-01
r;4,92806910944317e-01
r;4,79734806611980e-01
r;8,53418129921367e-01
r;3,41175921013242e-01
r;2,79588053902148e-01
r;3,96201258619080e-01
r;9,92326404728603e-01
r;2,85735813932746e-01
r;6,99655677801579e-01
r;2,14505088132355e-01
r;6,59905784369567e-01
r;2,68717470875192e-01
r;1,81045381629668e-01
r;3,90471057961953e-01
r;7,41923665686089e-01
r;7,29413239069110e-01
r;8,38531323008656e-01
r;8,19767788184339e-01
r;7,44210484570419e-01
r;9,23708062665918e-01
r;4,87415136330889e-01
r;1,62959976668691e-01
r;3,05351071903952e-01
r;3,23717148976091e-01
r;9,19568870597900e-01
r;8,83189140476334e-01
r;1,53133133815248e-01
r;5,55598848447163e-01
r;9,76771646741956e-01
r;8,16086099772614e-01
r;9,61723499094018e-01
r;2,62593814092645e-01
r;7,07326129522528e-01
r;5,38344929592107e-01
r;2,28961060260066e-01
r;4,66040823146328e-01
r;8,36652561757548e-01
r;1,54842788917550e-01
r;4,60027147484195e-01
r;5,94646777657548e-01
r;9,73471891227752e-01
r;9,71147551921923e-01
r;1,98433949450029e-01
r;6,30861640681943e-01
r;2,62241380389848e-01
r;4,28379815461141e-02
r;5,21738637363945e-02
r;7,92634869424737e-01
r;8,18802434651704e-01
r;1,63220582108889e-01
r;9,00838046336379e-01
r;9,59935872845946e-01
r;8,73764697914160e-01
r;9,15360058042602e-02
r;4,06349163911223e-01
r;4,27203278452872e-01
r;7,17740469558471e-01
r;8,37346470965064e-01
r;4,51100135447894e-02
r;8,92404767079772e-01
r;5,63551938894849e-01
r;2,51301066266496e-01
r;7,07506550171720e-02
r;7,73868883149974e-01
r;3,02123515965691e-01
r;1,67874995325900e-01
r;1,22754319777481e-02
r;5,10122102062854e-01
r;9,44887479766322e-01
r;2,83974469617624e-01
r;4,42034509139889e-01
r;9,86940195804885e-01
r;4,06277177639281e-02
r;4,47769897496667e-01
r;4,92562181950863e-01
r;7,69944590634371e-01
r;8,13496461147266e-01
r;8,35225951725907e-01
r;6,19507092377946e-01
r;8,44346204075325e-01
r;9,33718713444458e-01
r;7,19236058904045e-01
r;5,14159232858115e-01
r;6,10228983691129e-01
r;6,39186471978564e-02
r;5,82868172488341e-02
r;5,80164253718176e-01
r;5,20625964558792e-01
r;4,66938537409059e-01
r;3,14547009309775e-01
r;6,20042466669444e-02
r;1,58617336676080e-01
r;4,96661753480077e-01
r;3,35038264032209e-01
r;6,19345677805081e-01
r;8,02244391340037e-01
r;7,19202356399656e-01
r;3,22219095137811e-01
r;2,19866432799648e-02
r;3,70233208555932e-02
r;7,55416194566555e-01
r;6,83434639841474e-02
r;1,44016884528481e-01
r;2,27705931716115e-01
r;8,60293514561275e-02
r;1,89531008668071e-01
r;9,11012178535900e-01
r;7,27601829649038e-02
r;1,99354294731268e-01
r;5,64706301945481e-01
r;2,63312376942761e-01
r;4,79567130437508e-01
r;7,41858521767445e-01
r;7,87092943613137e-01
r;4,99034562240636e-02
r;6,57892575093699e-01
r;7,07288063045153e-01
r;6,17612012178856e-01
r;7,54735900158314e-01
r;6,00633128317454e-01
r;3,53736015122647e-01
r;9,22228878444630e-01
r;6,15923069728172e-01
r;2,38083728781249e-01
r;7,69718994486584e-03
r;4,07015287272685e-01
r;1,20670031107883e-01
r;7,03132600018213e-01
r;3,96737064462605e-01
r;5,20579911753349e-01
r;8,57864546056660e-01
r;4,42511529838155e-01
r;6,20380759518276e-01
r;1,29970617250922e-01
r;1,03420677444273e-01
r;8,06674432229014e-01
r;2,86947024547662e-01
r;9,44326675648871e-01
r;2,09341514512350e-01
r;3,20133174449248e-01
r;6,14415992444089e-01
r;5,11001054201458e-01
r;9,09436008263062e-01
r;2,88188571172830e-01
r;3,72189562036659e-02
r;6,83185148106823e-01
r;6,58398871850860e-01
r;3,92231217228159e-01
r;7,40364192874432e-01
r;2,22277694773708e-01
r;7,07803588812089e-02
r;7,97116757076624e-01
r;5,18323106166276e-01
r;4,63708860964437e-01
r;7,84250408167569e-01
r;7,16193908314924e-02
r;1,03874726458645e-01
r;7,65831066215470e-01
r;1,65909517557734e-01
r;4,51106827027211e-01
r;7,67618704300507e-02
r;4,20274097016895e-01
r;2,60685361242534e-01
r;4,66949302638136e-01
r;5,46637862028626e-02
r;8,99818892160474e-01
r;4,69341016329953e-01
r;1,53824137277586e-01
r;8,17972113945663e-01
r;1,03976133958330e-01
r;8,80603384752255e-02
r;7,72325690221972e-01
r;5,61098265453280e-01
r;6,79539120051160e-01
r;4,23011322508396e-02
r;1,53936365477446e-03
r;7,83644791827189e-01
r;1,09093019349670e-01
r;3,32371888177814e-01
r;9,65862907684453e-01
r;8,79306991414598e-01
r;5,02197001441377e-01
r;2,03024048108641e-01
r;6,25872244052420e-01
r;6,06706106977303e-01
r;2,60206415457510e-01
r;9,19669549660384e-01
r;4,37402370172671e-01
r;4,62661972420396e-01
r;8,36528072667582e-01
r;5,87540530966201e-01
r;7,62132850607474e-01
r;4,13737360671005e-01
r;5,36258400130936e-01
r;9,79457063716985e-01
r;2,54668560618233e-01
r;2,41875663171759e-01
r;4,59616205280048e-01
r;6,80350814571963e-01
r;2,98598110106776e-02
r;5,38646847427788e-01
r;6,45486292927109e-01
r;5,59454395021455e-01
r;4,65526682902562e-01
r;1,24822594651467e-01
r;3,95986398340349e-01
r;7,21802129482293e-01
r;2,74945790086640e-02
r;7,47560001273746e-01
r;5,78663046432192e-01
r;9,89445690081820e-02
r;3,92721159542002e-01
r;9,82952817553834e-01
r;1,87626255202847e-01
r;5,87415563032480e-01
r;8,58179477232186e-01
r;8,10980814213941e-02
r;2,64738054894614e-01
r;8,74676181416951e-02
r;1,26327867685026e-01
r;5,33163243169616e-01
r;9,53947825866672e-01
r;2,17470055890698e-01
r;4,91678157083120e-01
r;4,60341524163461e-03
r;7,29245932105592e-01
r;1,68546748273943e-01
r;5,85514871622781e-01
r;4,99990468506942e-01
r;3,10375513074860e-01
r;6,13702629488063e-01
r;2,38399565369123e-01
r;2,37134913886882e-01
r;1,91031217706254e-01
r;2,53304103375038e-01
r;5,96338959551852e-01
r;3,20723492769362e-01
r;7,92806104232944e-02
r;1,42393789332833e-01
r;3,88719069108615e-02
r;9,48251433333578e-01
r;5,95519706200992e-01
r;3,27041636832004e-01
r;4,22247066812447e-01
r;2,89999984177584e-01
r;9,58286679105391e-02
r;2,22938650584879e-01
r;2,53616386620950e-01
r;3,95696228680806e-01
r;7,72018849397318e-01
r;8,19494619036956e-02
r;2,34007100942255e-01
r;1,19747807435476e-02
r;2,60459184899664e-01
r;6,92136966703010e-01
r;6,84855460882635e-01
r;9,00291536397023e-01
r;6,67822669369029e-01
r;2,94103029876728e-01
r;8,27467459917064e-01
r;1,94269105054348e-01
r;5,54682572303439e-01
r;6,80976503233974e-01
r;1,28365606030213e-01
r;6,05089484003242e-01
r;1,61820280127817e-01
r;5,92337366921969e-01
r;8,21602313409115e-01
r;4,22352160115281e-01
r;9,56363463784845e-01
r;4,23444968595586e-01
r;6,78222848346680e-01
r;7,42863618697650e-01
r;3,44796507278988e-01
r;3,49474471014994e-01
r;3,82079602000129e-02
r;3,40729694115743e-01
r;6,25787857503753e-01
r;5,54042531901488e-01
r;6,30990938709155e-01
r;5,14556147609749e-01
r;6,44445458493613e-01
r;7,47966139199277e-01
r;2,88588364345758e-01
r;1,33412330177752e-01
r;2,19966108141130e-01
r;8,84643639703858e-01
r;7,86208641677615e-01
r;1,04901110056058e-01
r;2,63431063773888e-01
r;3,70735651683721e-01
r;6,92944731154264e-01
r;7,02686748613281e-01
r;9,39088135364567e-01
r;1,16041397832775e-01
r;3,79963899781554e-02
r;4,23392434507135e-01
r;1,67739284444087e-02
r;9,05542094018319e-01
r;2,33420932468705e-01
r;1,78103522841054e-01
r;8,17167176787952e-01
r;4,88337533554473e-01
r;7,73197093439328e-01
r;5,34191540302487e-01
r;2,14373391393439e-01
r;8,41551868430414e-01
r;1,19845213598684e-01
r;9,12371978898483e-01
r;3,62886148293231e-03
r;8,46912070807800e-01
r;6,33932374568581e-01
r;9,25778881459648e-01
r;3,65400707877711e-01
r;9,11832246111494e-01
r;4,84533509748557e-01
r;1,04084072754487e-01
r;3,01205587620451e-01
r;8,84659079794899e-02
r;5,88472516544282e-01
r;6,28177192193953e-01
r;6,06396994125821e-01
r;6,07593665397428e-01
r;8,74709529744126e-01
r;7,26862400968456e-01
r;3,20525940862080e-01
r;2,43622422369394e-01
r;5,57578947532679e-01
r;2,84349667133014e-01
r;2,93511722417715e-02
r;7,21413082088169e-01
r;6,32887612077022e-01
r;4,32114336412733e-01
r;2,40322151619048e-01
r;7,50391962681826e-01
r;9,48712537073948e-01
r;5,64436028344916e-01
r;1,65180309943131e-01
r;8,32777643621356e-01
r;4,30217867653811e-01
r;4,96391048774433e-01
r;1,39854984198803e-02
r;7,72045814621528e-02
r;2,42389557325891e-02
r;4,74068389537114e-01
r;9,50297821230044e-01
r;6,98360080490173e-02
r;6,76587431146606e-01
r;5,72684232980555e-01
r;5,29264373629385e-01
r;9,91512977109610e-01
r;5,81546740763661e-01
r;7,42504218607161e-01
r;8,29762449833038e-01
r;8,45953473731181e-01
r;8,29136943617521e-01
r;7,81020844346776e-01
r;4,64392812029163e-01
r;2,59458266156866e-01
r;5,40093840321954e-01
r;2,02316846476496e-01
r;4,59553220178185e-01
r;4,94463081386375e-02
r;6,55108011636298e-01
r;1,84217869637471e-01
r;6,65554293702297e-01
r;2,61833023106058e-01
r;5,34083600231406e-02
r;2,50667726328253e-01
r;3,01733465286298e-01
r;6,95317325240436e-01
r;6,80940916054124e-01
r;1,20891029994270e-01
r;4,53441162157146e-01
r;5,56642537579419e-01
r;6,78205283008477e-01
r;9,03811480961228e-01
r;2,14711913913923e-01
r;9,16078403606272e-01
r;1,02070625738256e-01
r;8,23505582958168e-01
r;7,22106066453768e-01
r;2,20045245811352e-01
r;4,86469935146049e-01
r;2,70236421703268e-01
r;1,48728318523785e-01
r;6,32316196606665e-01
r;7,14960775595303e-02
r;6,28918480842758e-02
r;5,37812086813207e-01
r;7,50804659855678e-01
r;9,21401047671723e-02
r;9,32844330149634e-01
r;5,04768997478235e-01
r;4,23996249373978e-01
r;7,22925701116727e-01
r;9,05955855484928e-01
r;9,53665923333881e-01
r;9,72437305584546e-01
r;4,45439492436603e-01
r;5,06952588097935e-01
r;1,67435998081220e-01
r;9,89653571970167e-01
r;2,73037112059548e-01
r;4,72598702922682e-02
r;9,02286793802414e-01
r;8,14248009151536e-01
r;3,58532531181826e-01
r;7,21353308080031e-01
r;9,83656333205736e-02
r;4,13793751675800e-01
r;8,21739337082307e-01
r;2,93513300105256e-01
r;2,21468707928170e-02
r;9,79794300194154e-01
r;1,93902162461363e-01
r;3,02550834824291e-01
r;3,69939490516763e-01
r;7,91083737669845e-01
r;2,90612423921196e-01
r;6,09220725812564e-01
r;7,00443039152105e-01
r;6,81900826829257e-01
r;6,91263970877840e-01
r;7,92039320717955e-01
r;3,09588848452793e-01
r;1,82597837919469e-01
r;9,60229150397657e-01
r;8,13575909571096e-01
r;1,11112430369782e-01
r;3,65575390063969e-01
r;1,53373849413934e-01
r;8,41301171281737e-01
r;4,14879112389478e-02
r;9,02557577721778e-01
r;3,54400648568659e-01
r;5,75477189862805e-01
r;2,12490754145912e-02
r;8,16738180514780e-01
r;6,28899060024398e-01
r;4,27096173634115e-02
r;2,38842159436546e-01
r;2,51818784945518e-01
r;2,60404787825992e-01
r;4,70323263090886e-01
r;7,48009739268484e-01
r;2,73263796005628e-01
r;3,75235940149118e-01
r;2,17939873613037e-01
r;3,73409729017095e-01
r;8,92134420386324e-01
r;4,72189777235176e-01
r;1,77827712928875e-02
r;8,84525592039677e-02
r;4,64117950039877e-01
r;5,94634024715129e-01
r;8,75921290107333e-01
r;5,25102534881928e-01
r;2,12734392019957e-01
r;2,04015943340872e-01
r;6,96924645314070e-01
r;2,60072749968480e-01
r;5,03058832679249e-01
r;5,08631745370353e-01
r;1,35336888943328e-01
r;5,67404398971710e-01
r;7,25074254651769e-01
r;4,02406253335553e-01
r;6,69949291415353e-01
r;2,38366404331934e-01
r;9,74714739106035e-01
r;4,76806277377687e-01
r;3,68557170822149e-01
r;4,67286137801505e-01
r;9,44835474598315e-01
r;8,59152549805043e-03
r;8,34180078670255e-01
r;7,07832545447768e-01
r;4,68410443510941e-01
r;9,73258077632614e-01
r;7,26273474900657e-01
r;7,91036470658769e-01
r;6,91350950200033e-01
r;2,44784830643613e-01
r;9,86738824560588e-01
r;5,31681747842277e-01
r;8,66247036285525e-01
r;9,06012228671894e-01
r;1,01351594171624e-01
r;2,97342666700072e-01
r;4,53020796981762e-01
r;4,95171291096659e-01
r;2,95083240637281e-01
r;6,92352323826782e-01
r;8,97022111498177e-01
r;2,05283564520992e-01
r;2,01026838294834e-01
r;5,11230828459612e-02
r;4,41256525412261e-01
r;3,48143849540789e-01
r;1,44806078392953e-01
r;8,57669956641046e-01
r;2,96354951101098e-01
r;1,36456496709545e-01
r;5,66646355955585e-01
r;4,94288857558154e-02
r;9,58749543820347e-01
r;7,03178983289879e-01
r;9,72551396438734e-01
r;4,88804806902469e-01
r;8,89227580842402e-01
r;5,00257677178825e-01
r;6,91603690933506e-01
r;3,88078292421414e-01
r;4,86927797052098e-01
r;9,41762394815718e-01
r;9,74064436939061e-02
r;2,91418083819268e-01
r;5,13017017220534e-01
r;1,73950097385534e-01
r;7,38435819934652e-01
r;8,08118010356322e-01
r;5,42008544615033e-02
r;3,27238568466265e-01
r;7,04540286680231e-01
r;5,11575101454639e-01
r;4,12177573164570e-01
r;4,75502014766782e-01
r;3,31100754943250e-01
r;5,61736755529336e-01
r;4,41415086726307e-01
r;7,39386481812253e-01
r;2,32280476040123e-01
r;3,23377740090490e-01
r;3,92216342967391e-01
r;6,35472622892438e-01
r;1,44102353658651e-01
r;8,22337962198827e-01
r;8,47246072811417e-01
r;2,16089887081735e-01
r;7,12405408186135e-01
r;2,76242581625745e-01
r;7,49285073493845e-01
r;4,32912508363023e-01
r;8,48945240266680e-01
r;2,28420773747066e-01
r;1,93239899354519e-01
r;5,76088666086946e-02
r;8,64823377273659e-02
r;5,15459942678884e-03
r;4,85612434171126e-01
r;1,49391418310613e-01
r;8,96835508620428e-01
r;1,92666074681781e-01
r;7,69941283750678e-01
r;8,82434538299517e-02
r;5,92494678562885e-01
r;6,72059188277923e-01
r;8,52041068248074e-01
r;8,56093243184669e-01
r;4,19242805603442e-01
r;4,22588419522968e-01
r;6,95598856280244e-01
r;1,07324851418771e-01
r;6,14277196219711e-01
r;3,71231219966188e-01
r;6,18120353611401e-01
r;9,92345530423030e-02
r;2,80757447731260e-01
r;8,42873001430393e-01
r;2,26501314937606e-01
r;2,38164258119526e-01
r;8,63756481649905e-01
r;1,23970213985193e-01
r;3,29243484751343e-01
r;3,52045933272810e-01
r;6,47003873817253e-01
r;3,73055904745437e-01
r;9,37720037757436e-01
r;7,83697408846394e-01
r;1,70005679467796e-01
r;8,54945600718962e-03
r;1,85091547073725e-01
r;1,99365455090382e-01
r;2,11645041418229e-02
r;3,96292193354612e-01
r;7,83595050304439e-02
r;6,59290330534303e-01
r;1,21930110769112e-01
r;2,85203028845406e-01
r;4,04249485226899e-01
r;2,41905748044047e-01
r;5,09598416931360e-01
r;2,11165974732614e-01
r;2,41434270833131e-01
r;9,01493870562656e-01
r;9,34725620474574e-01
r;5,96941189627872e-01
r;2,05792932047471e-01
r;7,98803294742119e-01
r;9,69696516767873e-01
r;9,14015762607217e-01
r;9,63530059351057e-01
r;6,59420490029714e-01
r;9,85473578501613e-01
r;8,71091403400125e-01
r;7,05367937596382e-01
r;9,64473419430805e-01
r;5,69928419924386e-01
r;8,65194317406568e-02
r;2,77412690837050e-02
r;6,76303007861713e-01
r;7,09631589397106e-01
r;1,44579375365919e-01
r;3,31253226611073e-01
r;8,42821269792795e-01
r;4,98350833297061e-01
r;3,94162659976967e-01
r;8,96209693860227e-01
